	A1	A2	A3	B1	B2	B3
gene_37	6.282423823121613	24.663854302750565	4.912663983836491	11.705235977871054	28.31163414684521	3.0201033776842108
gene_38	6.2285585401569215	18.02665412137823	38.93717399853536	22.628131439239226	18.35007624310624	6.642606029685336
gene_39	32.963275416656714	4.141432624557414	2.9616361652532937	9.180070328199267	3.2343115332666765	6.603991864614662
gene_40	2.969193819091699	19.454118312554385	3.8261137561532657	16.41372210774285	19.015000826596342	20.598013062946215
gene_41	11.723282996425308	26.16175486190256	35.91597366064349	27.88057595336191	8.122250484188458	10.172749169469082
gene_42	8.029392437634721	17.399212168450774	8.141333163807156	36.78234886995085	0.7076665672966341	4.973495361698558
gene_43	7.693692020642759	24.754243498206176	8.699571978459872	1.5104536433222941	3.538556994949247	12.251586078944781
gene_44	7.580420714650886	13.703900548521819	10.077749642971618	3.62362886036271	2.9853491923094753	9.621644151706992
gene_45	6.748480167341975	0.46015741299659324	20.27282526063361	4.767639149216181	7.488729511617288	6.471097498177366
gene_46	6.0441708003687395	13.047441162767976	13.380465795822197	41.79550603509256	0.9380028110309722	28.11494803188728
gene_47	15.913534696624826	12.095733756230075	15.857897473158273	17.036360448436106	7.854018027891626	2.6684627142197757
gene_48	0.34970040383213863	27.343820553607475	3.448889463945779	20.90490847050527	27.01126354274983	10.308303043599158
gene_49	22.635479213361	3.197476128066582	9.732088067900085	33.099807921085464	7.752666935785645	12.3216544563804
gene_50	11.454971086745857	15.083974553959205	15.075731031241302	4.405375331006488	17.95003610619295	22.07180602589378
gene_51	9.884986575166272	6.718785641271243	3.7254286098015212	32.87733429279862	11.814484391015492	7.62709753137491
gene_52	11.013296083591078	2.186942067724114	29.19565118047631	16.315301713419878	14.528192564780332	24.819577387537286
gene_53	1.6623365869684568	23.80863370728396	20.10711147712177	7.114012898547031	16.97621954669825	3.8267815295487573
gene_54	2.5500868943433357	4.815939074075956	7.764742901301405	31.36534693818918	3.7530081791866006	4.065469291302328
gene_55	25.676540632142064	11.33784351396102	32.53158642459994	13.235372048354076	12.447492400483657	4.834391311580647
gene_56	12.400559270025155	3.2663904885491557	10.708633475785557	6.988873128427516	1.1536068766410759	39.482218788739395
gene_57	25.021009759743787	4.021721211176887	16.66797492800629	6.411188744183991	1.2374942088689531	3.2410936314272956
gene_58	11.088797460066848	3.419374308472449	5.313488605338232	13.713658762050912	19.450005584923193	13.18901423073726
gene_59	18.915025380602447	3.5534880274111624	12.397742164669413	1.3401557922255416	2.5012365215540604	5.877546887324837
gene_60	23.31059967428876	11.948117864613012	24.15300208064646	23.47764636684999	17.681452000884008	28.134886885297462
gene_61	15.865493347911475	12.269890199674832	24.249963113758916	17.77198707038753	10.27344741231624	17.53862343822457
gene_62	22.05112681023253	9.535769996046628	27.3370519781118	13.496290565683132	0.015417832769770797	3.341283284572338
gene_63	6.467149882752326	3.642558977996771	7.933113421955374	6.708838678931915	16.582369324747063	44.48793386739765
gene_64	1.1227815996045067	29.482424359654694	44.38665361386419	1.7693091908972813	12.0420594695044	23.947475315087647
gene_65	12.614199077063066	14.509621688554986	17.39176400611481	37.18426365252143	11.897778292054497	4.245072121076171
gene_66	30.56887787211856	8.995840724397436	6.990381518016861	28.095930352022293	16.85497881056913	9.9022736025608
gene_67	18.32198613262619	26.907309448508965	18.49408626878882	2.5282909550172046	5.882690334851422	3.894867080058972
gene_68	13.207060392588044	2.9622214089826016	21.796156091726864	17.21732271302786	1.0405283258556546	39.47526215673639
gene_69	2.8620871777207175	31.56962174599798	26.362494154380126	5.762515993062634	15.990109432279704	1.1602622628835473
gene_70	9.451081566112903	11.219760699552479	45.904305677460584	36.309521040278256	4.367812742285839	28.50865613543551
gene_71	6.6978717796554355	25.390228148689168	26.3805816815983	3.630579538702353	7.9409882315485	16.976512774084686
gene_72	13.819666329473426	8.332809045015017	2.4399468252263947	4.377749291363834	35.0923705845246	13.52588014537428
gene_73	14.138839711995363	21.812181356877144	14.305821040418918	5.780861148168356	1.680932945303043	5.0339202246857955
gene_74	11.494717301137158	20.061876050851257	0.35397524569425914	4.386869517247946	0.6475125309999384	9.802248762464325
gene_75	5.417599867733983	34.056013568503765	13.833524142215632	25.437127742313173	22.625389817726465	5.332512703836771
gene_76	15.453607707074386	20.64202850403192	11.714840428309497	22.515228456772096	27.80119533894842	1.9050859853412687
gene_77	70.58098397606582	21.0573716080015	55.55727040360034	10.681085079528616	5.764198243472843	9.461476144385758
gene_78	2.4109424828214907	25.015142945085525	51.56240557732153	9.22457715849886	2.591630999182042	2.3667507915764285
gene_79	8.961369770427027	5.061763586502918	31.868024524851197	17.77043265042277	21.33905790795627	34.273421334621844
gene_80	20.739338250922273	1.3457680097745652	6.479715962656356	10.369224334435359	10.238986837656231	12.85384586672681
gene_81	56.31736135353773	10.7738799691269	8.702131982863573	8.98333146009255	12.529014409492733	8.676104575415438
gene_82	23.650633269708052	21.88902959247658	27.625577528424138	9.435990580997021	12.188509100269776	18.55276064347702
gene_83	69.89237240978264	23.31657446623352	0.2931907058183902	12.970799155448592	41.62760389030851	3.211903178006942
gene_84	0.20943487570991695	31.288570311759898	20.819896244707653	3.125531736232144	5.45176617932861	18.5284286583561
gene_85	7.826371001070074	48.815888081986685	8.496384487788276	19.489613664269825	25.610210315000245	5.932875089306366
gene_86	22.637589253388732	17.24506457425787	26.872649127134814	7.62425621831449	2.3542523916525195	7.029065609512104
gene_87	9.575504633634264	25.626025786775294	3.40942715322891	15.583619265703996	14.273715444609781	1.1938405146655586
gene_88	11.522362136106779	18.16572378801829	4.4653619019614466	5.958622379743709	12.402708355606446	5.459200055967735
gene_89	14.386146803191053	2.2987324327460965	6.173647441549947	3.6189510504683358	18.33358430459963	28.748559362806144
gene_90	4.172402328289852	13.439035823318122	15.396807315960823	14.685019390294165	9.193117565786327	4.945796561866797
gene_91	9.565922459228215	4.198669765801865	24.790886769535298	6.6233306636914	27.752644999532965	4.127532021794283
gene_92	9.565083363402639	15.205974600996058	42.77291702637303	7.867077953682232	24.743837872924427	20.056286251928604
gene_93	14.977713845016314	4.009096763617509	29.097152924598632	10.807197019304017	14.217731561616135	18.362757161491075
gene_94	29.3695483889721	41.76601659893894	6.869010336785566	7.192918431970354	2.7825754757484757	12.285055202219532
gene_95	11.076947208285981	3.4403813410181012	2.5028494001197465	15.729891255155739	17.398161467229922	3.1979211917390367
gene_96	22.221336675801425	8.018718467475582	11.239711943652217	3.994664020464535	3.5054481746262924	29.05473399709226
gene_97	30.947996258214893	1.2711083373878032	13.825909420485388	21.117364094000408	7.818887742610752	8.349682417232462
gene_98	4.031346594796761	9.6467275513889	32.21357343223401	14.895151342788335	5.483242539747106	45.60239180458626
gene_99	6.153976647572291	16.50005333794533	10.698146760456794	14.890410544557252	8.394807451896614	13.430968704844968
gene_100	0.13208873414338987	13.130731267781357	0.18394303063089057	22.759631430427063	2.2198004472135673	13.280292703075869
gene_101	32.01442985524794	18.5428298403506	18.50443541985378	24.40513157370935	1.9786563407423865	22.07033081757901
gene_102	4.881054811734838	7.67482616917899	4.568391157574489	2.065621849364655	16.28925744689155	21.92636234127914
gene_103	9.240990037481101	9.209737035150612	14.894977096041712	10.78142705380937	23.299512177546617	3.2216273721346926
gene_104	20.302437750080166	11.037707673943665	12.102566431265686	7.428752338357629	17.53761272981953	6.0652194576256315
gene_105	22.98672983494908	98.72571104277591	27.08154762052992	8.329115642183817	6.261381269020033	16.57618012428469
gene_106	8.984243040626904	2.3716482590891683	1.701736948934015	11.194388822487157	11.01641774622691	21.923212955436465
gene_107	4.794953176615981	41.17182027759115	31.577039326765913	7.005359176050857	22.52608254645681	9.999100092805234
gene_108	10.806814381447067	81.24864267044019	28.559413078908264	1.262980811307296	16.63810723935826	3.0872660862664785
gene_109	14.148015549119409	8.858608060370518	0.7615362041686612	6.63336995777385	24.009063961701003	15.786800467271506
gene_110	7.414581966993112	17.193077348181507	21.080226264307967	12.410164752824087	21.068079760252594	15.960337410211704
gene_111	11.005335308094974	4.469966383556522	14.016870515135304	37.89561953021579	1.9595564089146924	34.429759379890655
gene_112	3.02056108095287	0.1262281318026217	5.370987537263119	3.418331080279635	29.60545481401203	4.535091173278831
gene_113	28.632789088179567	15.726816261993338	5.567803334406748	4.614141436184945	17.28222757025052	24.400885399458616
gene_114	36.58936625635077	18.32690437743008	7.607092573561095	4.201614036428214	3.1280381516788363	7.8503881639547055
gene_115	23.630796977614132	3.472495375903428	13.656765466763046	8.600262212454513	25.917268003540958	19.756527192350127
gene_116	11.741304370847406	0.9594728693758376	34.129451361065954	5.153658518596201	9.397804814875263	19.86026617689544
gene_117	6.504952805080412	15.405409404988005	19.244848995891243	5.020389652668225	31.972346471414006	10.526085009146772
gene_118	8.841596003997878	28.762120514190073	3.5031016279429923	23.77789250069148	6.306775443235314	14.713054423330327
gene_119	76.66182334785243	9.39144756604966	7.200604913874486	25.23362446361268	15.368042881847702	24.703488318784377
gene_120	1.2700425617651425	33.151175238838185	8.726002875784292	12.716337222100314	32.90796018925239	33.70406116729092
gene_121	16.173755393246484	14.92123520411322	11.504853844028988	26.29619581186433	46.01813649277083	22.496398636811946
gene_122	20.87925157270949	2.9175671948921504	13.11805225543222	10.023202081147275	6.99827154792512	10.519397707541236
gene_123	20.32554275053497	19.280192375572234	5.007680359322281	4.773537220115358	29.553085656311758	25.940392129255464
gene_124	6.834614748888842	22.638584364737177	7.6818925039805865	12.10888193901441	8.635671424545809	26.601078610801633
gene_125	10.916525674463955	19.702968091238183	3.611162635823545	10.614357299039384	13.314300011803152	33.88412114103788
gene_126	21.474580761191856	16.09428967590653	1.6734286979794484	43.18437463010526	19.926741108549407	7.999885468396856
gene_127	0.5457284076877614	10.146192644509176	11.540720703813676	5.439541116122214	21.67807476133822	1.531106506832038
gene_128	4.98061092340389	30.876211013398382	26.203978639332746	27.367465657339345	3.7826008077045636	45.2381425615555
gene_129	19.58590356166794	9.322039589925682	2.841517276333519	48.896870413526244	2.7057726920831455	8.165874655726814
gene_130	13.979599986492461	3.4523785737779367	1.0425355299551173	6.584379952273901	9.486446251413199	18.1437340534471
gene_131	6.637238183512773	9.70648848122471	10.70792841927223	29.615244597214627	28.39560513098504	13.344937031241336
gene_132	15.620789048349092	54.965875030515285	7.716127390516265	18.498542604609113	4.360222360110573	11.585081657984277
gene_133	10.93105772317237	11.939386317975707	11.049570772972128	18.349716925063237	10.813338053742665	7.78409637613791
gene_134	8.499544008390089	22.172260183846014	19.142236560241063	9.609879549970936	11.012384843620218	10.006192464344199
gene_135	4.403725905712623	8.209662580455921	19.260314031954742	12.832790143353094	6.976473432651714	1.628362348321368
gene_136	32.63977453606439	33.18277977269465	11.28139462954065	20.506671984432092	13.454315903147009	11.92134528105974
gene_137	15.275807851775582	12.558921203727788	6.479805331863994	9.430083924338406	22.344084082721555	57.96075007121593
gene_138	3.467452883024512	7.5501459232987935	1.515023190794528	8.00646931130937	6.606262987271947	16.006169755438265
gene_139	10.811830069637452	6.635448646923177	1.136261222342287	30.459331490975234	28.537709187456052	8.907189578232797
gene_140	19.081089984489214	0.7232647629777853	34.07571407192472	30.909392371878923	27.351509401792356	4.798139223192329
gene_141	21.393960977437445	26.841847984886723	21.764711826836454	18.42796594562795	10.775568927216998	12.761617860025323
gene_142	19.70100734220995	7.7200476535898845	31.01191037570601	3.185961364902375	20.88916142557194	8.505766762648497
gene_143	19.195283327520187	2.887516755609213	20.9118049265279	15.189886471103051	1.199967301507224	9.725171109890107
gene_144	9.767239166939166	35.41363792149941	2.5018543812192826	26.752318243143943	6.436828379455058	8.314966176118347
gene_145	5.1624795708238995	2.4885225999885012	36.00816344322072	33.90813930884002	6.59792129943383	9.158059782685553
gene_146	21.713801773896407	7.310513258165389	46.19178108377983	3.7755679397084174	6.109452794635736	6.526799051645846
gene_147	13.346690431518509	22.83782955547798	7.253979316063221	28.40439493607296	4.991810561373033	1.6914838069103955
gene_148	10.65551871120877	19.144532257661773	5.79473284453533	7.642631102541398	15.067239701424409	5.509180853961377
gene_149	24.632309952077527	30.36742232829504	41.14729789963249	14.295264597004206	17.9587384038919	27.12340409857433
gene_150	18.079483136181867	16.41842371318708	4.816860889262666	28.78799139903681	1.1475534094911166	8.546282914391032
gene_151	6.505612420244144	27.375615678450274	5.202520520434248	4.724351935766777	27.586125508455535	26.799827303156547
gene_152	32.492841538524836	0.3069207812375072	5.870460488375299	10.981160236570096	10.137416167191663	2.375624520266698
gene_153	17.894985639729608	0.7002306118598445	9.006867566435032	25.977667174016766	6.076356598868142	14.947290415389283
gene_154	3.6242759358616845	11.050271566781086	23.174828120761575	9.31071334840383	12.846295511565721	11.576374070535884
gene_155	1.9349217130948255	4.447444284350285	1.7006241780596456	10.848026773141042	17.849909942399936	15.705247508761087
gene_156	24.786644850515536	12.071065683325577	4.201959787587615	13.867159451023275	19.1834724511271	23.538943135896982
gene_157	8.723582804357383	56.319962569848386	3.495115582230998	25.450579073170076	24.96692263096196	11.867446694032475
gene_158	22.697231186851866	42.85575077596383	21.87807058417627	25.536091254843306	19.29903956916043	23.106488989997892
gene_159	12.90212975641971	39.682453417910224	2.3679107873126837	4.435461057924813	25.067552111800843	1.0769321827227691
gene_160	4.964910940497394	12.091513171856178	6.5636666304375355	7.321607115658523	7.720546303447811	23.530074368748835
gene_161	2.015823887917105	7.48527445212686	5.447893288827524	22.29297443682574	7.708842605998424	21.82072358244605
gene_162	17.46543895779143	3.0713003487255457	27.448467633292513	25.53094880645545	32.45535466644169	29.846412412386186
gene_163	10.988076285694584	4.168598504372988	21.181859709262376	5.980401119613522	11.39454873629582	0.5947184377258293
gene_164	52.48605255813067	11.199722484627738	3.4080313494938217	8.114575464726567	4.2561147143307	13.970017566953468
gene_165	15.352046779036177	5.929257642451641	3.807947818465925	8.415949948093907	5.81375326406362	23.291668023278728
gene_166	12.475584024748885	6.134920333676137	4.46115985959597	20.89175173605158	22.5376895810162	25.773702262916647
gene_167	31.451709606896905	26.7096867113272	9.272269601738278	28.109070290944395	2.5946846500012626	17.970304334292738
gene_168	9.557335175709929	11.725009793843126	29.585941576884586	6.0040471797662835	14.317196363278747	4.192635467595528
gene_169	42.026852509232825	22.637126855981062	24.39650334889183	12.07533053184066	2.6397753787662133	19.6012489097485
gene_170	20.987717924101567	30.373273920462815	3.0277967779462287	3.2104008089872615	19.832131267663424	18.036690632624534
gene_171	11.591759418750433	37.1987432240639	5.755632719644733	1.2315341739835488	2.2541356955470313	6.127147402298714
gene_172	12.673830572137765	13.983289028540932	15.356377998786712	24.96936435244901	46.99837336343747	14.022739699186076
gene_173	17.830227769711072	6.74735842637525	16.8235767204865	13.881722545328024	2.6579685377538005	4.502710021560536
gene_174	6.115433832873443	6.831491192089509	11.10543572210798	19.820498274619155	6.294814371782933	5.2042701272506475
gene_175	32.24996638185911	8.555083282544055	23.106662052646637	48.18266067130026	7.982251356612423	2.1999426018277433
gene_176	15.537594413878033	5.240112708960459	2.636920833726828	8.422319700413627	14.061648239692495	12.10466048647172
gene_177	15.431980265373255	28.027257920053287	32.25599493608278	8.904584315429728	26.920874873054423	22.57309087084744
gene_178	15.437857481599144	9.03398566799374	15.026935364269816	16.575110207563817	28.74222952909822	7.5826370891193235
gene_179	10.50394422366757	5.717477598479875	4.180898392819377	27.94654926564411	1.3610485100971295	5.498702654605285
gene_180	2.727934572901497	20.05031536742072	20.331681284975545	6.164421554318063	2.3212407293019313	30.787132462023266
gene_181	6.0889678303620975	30.884621568968903	24.252797332839023	25.448748007208287	10.56614107824293	35.95598962293294
gene_182	8.285809719466583	12.45392656279594	38.16377581408858	15.203172755266172	31.277846969420324	19.618623826422134
gene_183	20.10880748350008	3.5457629536545894	13.297905322436662	24.032595873995252	12.525735876804998	8.670157540964139
gene_184	0.3516202997084942	21.93681545572983	13.476743677235843	8.857983648276473	27.9480540135419	24.438831167507615
gene_185	7.566246968115019	20.29976662411807	8.091506451758189	5.849935925523656	1.3212740443812008	2.864450644489165
gene_186	4.077996057038286	16.57397245260452	14.016165391080463	7.732462471627021	57.37211709726872	4.671203858505435
gene_187	5.335075129751612	8.103311965164613	6.465314777620248	1.6830620165330366	1.4715808077920343	4.599087938192724
gene_188	7.926104684674912	19.29113473037055	28.25675237941053	55.52919598830968	18.871464285248642	12.241228946382105
gene_189	17.906489891532267	26.23740468436964	4.929237902505975	23.410825517195878	9.521229748147492	9.672404695265568
gene_190	14.750278649761768	23.936725800901726	2.4251738057495458	9.576871032791264	0.3357343164376591	7.682074234711747
gene_191	6.687280342705769	1.059390767852582	13.736256557551446	0.3599285213494534	17.98723872574482	4.6588801536921824
gene_192	8.900132315762546	3.5988268808941464	13.314120314106535	28.114616399700623	22.729710491707408	17.05079883485698
gene_193	2.56529265943394	17.191189601832416	24.004199088305846	36.054379074456925	32.98842496833505	12.70274956989965
gene_194	2.5740898644928043	20.645176549144967	31.211778923956203	1.279716718524543	33.34953865142728	13.85303706233307
gene_195	13.1171023211529	7.662498362455731	21.22326004551391	14.919622553386244	5.867896179831872	11.063419333085399
gene_196	6.604986325896535	6.436858351763383	47.45288151468383	16.273688962845984	29.30056483923333	37.16383574965427
gene_197	4.135965450009856	12.147361082573699	12.535922798610237	4.909042630021337	27.3476515469159	27.928228566017694
gene_198	2.214262767247947	11.33988462530813	26.617062040728708	1.853374104289086	14.241647043463551	4.445407127691946
gene_199	16.59117354367889	40.74620262628437	25.63220767775793	53.013537209037985	30.326883758702976	10.2877353919843
gene_200	11.57341283518547	5.777284044861824	24.295616885251597	2.121650436487197	13.15041859201466	9.457888496446781
gene_201	25.214227494331972	18.68323626542204	8.687684587266938	9.248552509745021	20.724837406256963	13.7424843286873
gene_202	2.188526651187838	21.86749091853904	10.772390181066879	49.381889879160056	4.292100620905402	20.74948195723578
gene_203	12.261367420026666	3.525743531504753	6.857118621254999	8.396516917949972	0.749484856989096	6.16186060261914
gene_204	30.07091052576703	2.3593951099545967	17.841738106071887	13.466541501194325	3.8237225312678986	2.443351536806663
gene_205	28.37906754185534	3.0289463184204575	15.366877381432133	22.782137702807987	6.781276193537159	34.75903835290055
gene_206	5.765064544607899	8.67212456851971	4.806744545447662	15.90896058921874	1.6934172215647174	4.072063475707088
gene_207	5.752049517317753	10.838477900125042	19.535484203177262	7.730596699757402	26.836581248215726	37.37082827308727
gene_208	16.358489274698208	9.405252757958127	9.282291194901775	16.242936510660464	5.138524188189239	9.120712649400893
gene_209	8.882380326448926	3.8554408492516408	6.075401982874446	27.473513955675788	9.363861194155907	9.606449221550635
gene_210	15.103239446529544	19.519271390081784	25.084902293868993	17.084377134544095	7.385180807911538	26.481590515308472
gene_211	17.357234792006942	16.43133255994024	10.000866509604373	11.484716405195368	19.970336250222925	0.35791052074262664
gene_212	9.935547562132822	2.376294606535285	25.577966112638762	9.058655804137153	4.436868646540051	6.562656144606585
gene_213	21.556878719828827	10.064574689084154	42.448996398083466	18.021539207600597	0.31465056711501616	6.014903809270099
gene_214	13.055628192230524	2.0443172686864663	20.529601752677266	3.548210894441499	28.879783237743396	10.819923643478655
gene_215	35.847709440162454	13.517436844090987	11.200481883271383	17.680502051448133	23.843646111538842	4.556865762332436
gene_216	6.812863672358207	2.7452485450180495	38.822166760130344	6.793399823506156	16.620706412879645	3.5031529170595928
gene_217	6.84456329133751	15.967651012949979	0.6745911744075059	4.12686572976896	54.919342744533964	6.84094577777167
gene_218	30.078022363501248	11.739318374412633	41.22740040736634	7.020076065778717	4.127748166437872	0.9112133735487871
gene_219	26.29152236958066	20.704388177095755	8.757569656509737	1.746958156170113	2.823530233535338	6.0206281655749585
gene_220	13.579559263071266	17.320180053162566	20.401027112775452	9.509269825533096	21.567873030867165	4.208270273768032
gene_221	5.232223076625948	14.963337322769272	11.283733081747755	21.168206918294864	14.99026155137438	21.831534568511874
gene_222	8.385512707622286	28.643449254920764	7.966630155946754	3.57579616521278	6.432058762092301	10.643713912920678
gene_223	6.838570866695081	14.410468427389166	4.830935932996622	3.7381670176614885	15.735135074690866	2.5204034342742068
gene_224	10.07396715259782	2.412988672046215	12.799487050884391	12.796742454708166	1.887620872595337	7.54886054965481
gene_225	16.33749383572754	32.37313551538586	13.638263251441597	4.283705179187172	9.338229804456123	11.422328050258251
gene_226	1.4775604192568852	17.743057812736794	43.47661952832607	19.506224119592467	5.894028059478865	18.791187365829277
gene_227	48.30077191507363	5.67004209418	20.811837592293195	7.658547594286091	33.995109236648176	2.5559595226642413
gene_228	21.942611439978975	11.38751356750603	7.220783753667078	23.858407961421722	1.91875246985428	19.98279924165432
gene_229	11.388013446999175	39.08599885257987	6.4339403206364345	3.574179770558599	8.44826112840415	52.53957585680469
gene_230	22.501103998110086	19.64406780276349	8.462585591942863	12.510745595884963	19.0056672567801	2.638356299209455
gene_231	18.211752389064056	3.2085871475495016	9.881448930634077	32.68218845126491	11.75934469176024	2.6883031670149524
gene_232	8.230961805748652	0.6321628423165921	39.879905767103885	12.831637640032838	2.137488564603021	1.5218485796131502
gene_233	11.869455310367108	4.3737811359135765	6.103742474339463	3.58665260604936	15.493251911616124	13.984313933668737
gene_234	36.38227587715494	24.867082206887993	7.735647197662377	3.723851953616001	0.04222410907432464	8.106756299019988
gene_235	4.397452453421397	35.14246764406557	18.659256137968534	4.429410235437139	12.382895161020592	0.4250856557344638
gene_236	6.174910155553556	5.2843923311212855	23.962169902458406	21.674334670153385	5.110015551287529	18.486095212105752
gene_237	15.581476325502246	13.159164373182207	21.769170735365325	28.58493033909898	10.628792632485206	7.266335340290402
gene_238	1.4604035038610308	30.055412327506833	25.62264429428715	15.71147238133271	0.468183493319009	0.43798419303737723
gene_239	7.50391215135037	9.15534354813857	90.14001373619074	0.7724372128905034	2.1971201978040473	22.467355320770004
gene_240	5.218671920352	2.9984714589412373	28.92938548426164	1.8186048941809532	22.332103741828732	25.22944548957622
gene_241	3.3737724620166136	5.053531853990114	11.921231270211495	7.464097383058814	1.1986317582964425	10.128458027149911
gene_242	13.587053255264143	23.155767095417183	3.830009979665396	72.8548959480844	8.731963835494579	5.6470454759478645
gene_243	1.265749234022159	15.592004911550495	5.3601964946025635	25.26459189047495	12.66726598998055	5.984148610775808
gene_244	2.347522658022978	14.006888820117743	21.646818396944944	11.412415700303931	7.04966266101037	5.058023156720849
gene_245	19.007279962378224	14.922235339876607	16.049632072300362	1.0994791054624655	14.78576862841968	12.62442494362072
gene_246	3.5166353475415084	6.906396096564617	4.350697663976649	14.972924015434891	6.138511978334648	7.442122932168248
gene_247	16.575555233600895	9.71454168808844	12.708369162980437	37.9017495422871	4.204304559596419	11.77204800336441
gene_248	12.113364320285193	2.532156550331078	3.156749660559315	1.9447148047438991	17.549571408271714	15.411588684105201
gene_249	2.5410272732074404	19.28431026426607	56.36426793715715	5.43660663857742	8.819467675417089	40.502033674744865
gene_250	2.400324853749486	6.616875347774878	14.486703547036432	11.022901170614126	9.999504559848697	42.64453817791405
gene_251	11.55024321469077	43.5089039964799	6.741413367980976	26.755094331412717	16.17545765250146	2.5399046525262152
gene_252	3.244295465187401	14.841466520926996	17.959360248912517	18.05872564286584	18.49766929949994	18.292489445529554
gene_253	19.944718241648395	13.511831500037301	4.394818419767241	2.953121647085623	21.548790197963775	13.60388315178658
gene_254	17.70096931135727	8.967890731830206	8.480796645612124	31.294451483271803	6.973520454888995	9.691841544014576
gene_255	2.2265504337912874	24.06680884272007	6.43182162617591	15.816183871468185	3.6199413808931853	8.060805057111233
gene_256	18.14185900274625	15.516889335562748	21.456177450001633	5.238343368973846	9.523373065146778	0.7900498334007579
gene_257	42.49958359834251	18.31303758789685	18.162146967367573	2.659628168747332	1.0322559988651558	2.9513982334809024
gene_258	10.518881263961875	16.948109106234128	18.63361130038991	15.093134932694328	1.112572595988683	15.201213828616606
